"","WT1","WT2","insASAY1","insASAY2","hete_DelE61","hete_DelE62","homo_DelE61","homo_DelE62"
" Tmem245",971.01197693763,1002.52647370933,512.223442825774,538.71167084296,647.412047628021,698.386382981223,849.991509503856,631.455800120769
" Acer2",303.391426854611,322.059148734036,496.791787247347,531.882615729572,202.673121690151,221.558745556188,316.811218996422,402.51526198135
" Ror1",34.9904495876312,31.3015585937783,48.424443970003,46.3003718747663,118.51606797066,115.151271023354,30.9937902470551,39.0744725883806
" Cachd1",578.475268390788,548.967942444275,836.615516906802,796.077052837673,813.109058965013,833.930049718856,625.361544528845,644.684741494607
" Zyg11a",516.928141342897,526.284787280778,462.257781015392,475.64963047835,284.842782924934,286.626560801288,383.594981243933,444.824205639154
" Ptch2",254.939581585954,285.007991898968,283.640941487961,280.548544028888,163.670845076835,178.483897543424,209.715865057205,177.912797143626
" 1110065P20Rik",1667.11281991588,1550.53256944467,1242.64522097192,1216.13322787493,1363.31587221693,1413.35099283542,1263.9745411421,1160.42750248083
" Grik3",131.499314842603,133.116777579468,237.05417304305,226.603936293438,106.69988403933,104.513360553449,116.098623260961,121.713084681293
" Ago1",621.976240991877,581.530168739418,1149.72287298133,1060.5501723461,849.47323106774,792.427225123738,710.955355484863,929.028431702818
" Dlgap3",132.772194736113,136.702840837294,184.326778428049,181.672571009031,311.593409110125,278.421987654461,128.233706785873,125.406115732901
" Khdrbs1",4124.82276615942,4206.87897893525,8134.32640862161,8303.08385850705,4222.95006973867,4366.14693854122,6305.4201217305,7822.06548830096
" Srsf10",2520.69338327648,2398.60601679471,4138.15150269897,3900.96150059627,2459.89653862537,2644.26674578584,3049.57932152741,3744.42531166725
" Id3",46.5515979043941,71.8945976417821,396.957812142776,380.828049213556,120.831195351218,87.0120418124383,145.561276900375,228.759940458735
" E2f2",78.8106077203955,84.0160965900378,136.871647154924,146.063106615438,51.4125389968762,48.4946623412138,80.8643727516519,112.746220336256
" Camk2n1",316.087863808527,323.91395904225,257.667832258962,263.654582526337,229.34000147355,223.537146481603,190.045903674438,169.381332120289
" Epha2",2560.17133161859,2670.75048375702,1733.57712587231,1771.72147689836,906.792882751274,1008.85492588513,2814.41780302013,2475.86163675388
" Apitd1",1113.63164932728,1122.07388247408,1945.67568864483,1796.09029384647,1007.84102616191,1018.51122456668,1354.14475673849,1646.90101403135
" Eno1",113645.770626108,114156.159797805,178855.308238335,179040.285858238,143379.166722183,139192.832753208,141307.337269778,158534.176202577
" B3galt6",53.9788000826078,72.677369642907,187.783771192003,156.254322704959,50.6549872973637,61.700938443506,87.6384949177193,131.925433519187
" Steap1",2786.54837309498,2835.84246253696,1646.8493316517,1711.72403605321,1718.59289752224,1768.97603249609,2689.07772780724,2155.57663659511
" Pclo",8.0637825686809,8.30250631334262,11.9080567113192,11.3087954865049,33.4890841367766,29.8988001870145,7.59521986359871,9.53709742223869
" Fosl2",1498.62390536826,1423.25714411676,440.138327576284,587.350220616655,591.095043203212,543.220290041159,1756.40288957504,1247.62154927214
" Crmp1",1414.79628557288,1274.87431059184,1731.65945206051,1833.89946023993,1584.76983962511,1472.47988634099,1865.76065011064,1973.7283249887
" Cpeb2",230.189397807813,218.661554983701,106.396759241259,128.865729674306,182.532231275245,148.268519248395,168.348120537017,178.744927797911
" Lcorl",746.084671873686,704.946278477969,360.442194536178,346.75632502625,795.879286467819,767.390781499213,557.705742892095,414.529187459342
" Tbc1d1",1852.546412849,1864.26732122272,1269.48417582088,1348.80573239309,1800.38667800553,1843.904973963,1594.93049961816,1389.13342898423
" Limch1",223.964997541046,241.548634620292,135.050771353625,144.133599697834,122.07983213191,143.797606758777,238.876338139994,194.121291398755
" Utp3",2426.62706424158,2423.26133078665,4353.28311947926,4271.32126734059,1870.63602320531,1893.17691857987,3581.22559884307,3964.82364829872
" 4930524J08Rik",16.4435992597611,22.5738703485529,186.290862372335,107.617080573781,28.4544440130564,18.441358115472,43.19042066835,50.1552931731453
" Mn1",34.2079599177917,43.65378484605,49.1253892174276,49.400318764845,99.5465865374555,95.0993417919734,30.3718060210088,43.5970864710591
" Fam222a",166.950235760878,168.408391973185,340.104395605994,340.830272759181,166.309912836994,151.810770561496,162.535808330859,208.735032407281
" Gcn1l1",4206.88776390968,4064.91746926923,3007.78417625869,2969.68421834192,4016.84418036442,4115.29630573131,3210.84662443082,3004.13497447229
" Ccdc64",1239.70935793972,1349.50864046703,2056.12040432445,2059.92819975356,806.302653341024,945.665043454733,1630.3517220828,2078.87557533
" Tbx3",1162.31360227286,1053.28038793223,324.398103784534,290.903095962888,807.274622847496,796.102547148648,530.226380705989,207.748821742478
" Atp2a2",8953.76584571368,9280.01207391633,6943.96028053464,6829.11364068285,8224.60509103041,8735.01220862834,8148.61263558809,7260.34552584463
" Ubc",6321.21978617968,6492.75772362358,4573.17233784409,4657.25453696244,5178.86749444142,4677.99071425417,5431.59958747372,5285.77017503049
" Gtf2ird2",69.2926283568279,56.6842720828755,185.241550294345,138.74011335316,55.1895270208436,73.452956836152,59.8364702194486,124.49517486947
" Mafk",1158.99499774498,1137.26714190213,724.263526789823,720.568805721089,699.174476322884,749.241952288466,1013.92994010723,945.079897870597
" Sdk1",50.1266095286207,46.6796324977104,45.5057483090919,30.9950082815618,66.6299068337417,71.2553983057153,46.7224701395445,36.6813876172607
" Tnrc18",1008.31897194971,1044.72654881901,676.090285247797,648.328976096382,1034.0366884552,1010.99386385386,768.243812061595,656.109833879655
" Nptx2",384.472877802656,389.14557451217,250.055246410917,235.985246479021,253.04034395554,279.17278367945,198.057469271464,109.981697687642
" Cdx2",4.38544464999379,13.5458198122066,40.0669807858776,27.1065578888847,81.9578598808617,67.2159364129167,13.1642502877437,4.45874123299522
" Tmem106b",1005.53623157499,909.435116942876,863.350645027144,821.104697823395,1333.87815338633,1346.32360863671,952.762340411627,870.0547841722
" Tspan12",55.7497449602021,49.2001583861834,126.60972834454,110.037384393914,82.6892999511951,68.4774285685358,65.7445921498945,117.411728476411
" Mest",4500.72726620949,4336.44472920473,7509.74173005011,6666.52480216299,8708.42440005711,8110.26018515376,10512.4627275531,10411.5801628346
" Copg2",3887.59316313977,3952.85367436482,2852.45262317918,2924.36714872487,4686.07840762297,4738.90293785579,3358.9177847925,2854.77445653912
" Podxl",1273.15461440997,1321.60064790624,933.029554387536,1020.76171396442,1952.80643367731,1909.51880850206,1332.17550726282,1275.69181635819
" Hnrnpa2b1",15232.768399701,15661.3192787021,24506.6631014582,23868.3170127894,18586.2180040918,17792.2223098074,19776.5660776373,21116.6168281947
" Ndnf",8.50749923091888,6.06417158606062,7.8923344550089,9.99354732978979,23.1015943433593,24.5866517910169,11.0500333756269,1.99608235378719
" Krcc1",1156.52374622169,1171.3050857271,2509.00487472541,2409.63196162958,1308.67991269243,1441.14627056759,2012.37092095174,2390.13343361653
" Mat2a",414.731168221167,390.83887260474,2047.73573035545,1734.99577346658,280.648021136393,351.300521691281,541.549836174719,1282.84712219745
" Tet3",223.092470661411,192.87057687247,363.894463297035,332.942810401341,303.066446065622,275.011995762911,287.298232945428,343.621714645985
" Klf15",339.571587453286,301.636748634068,290.535008345157,258.549819283423,528.152083854269,518.222967155449,230.847752049287,176.008301183761
" Fgd5",742.373874439574,742.018303405077,483.94707173284,530.572512338283,688.010249126326,696.947182357098,631.180444569496,453.751110887679
" Magi1",684.876220247356,720.173083940525,1222.05332360231,1183.53679336284,909.295509735733,893.369719648388,966.150170660107,1172.26374592428
" Lrig1",585.463208788711,637.849760913181,816.805098036486,724.529658296417,935.010386551754,997.241302963351,544.818425013299,656.334334355668
" Wnt5b",189.583394924011,165.055360535681,450.855771392263,352.762526452732,150.521728633217,171.968970026607,208.702087556848,377.000267790719
" Fbxl14",812.068509106421,795.911775850738,1304.90813736321,1244.71520749368,829.237211862913,745.595996220413,1008.30193343624,1127.31765600578
" Cecr5",780.004860114862,794.271229133796,1272.41508896267,1215.43668542224,758.228285185259,844.007779435235,868.384754620388,1003.93831646163
" Phc1",6622.0946336768,6566.93070603147,4899.20591027702,5123.22951738431,5525.75712106804,5549.07162888456,5046.97881503275,3673.07462121443
" Prmt8",42.4672249605064,62.4634903642502,121.054645575258,83.3795332419108,104.56068049996,110.221641511747,34.1459823565857,40.7097478729164
" Tmem238",391.812103670948,443.010153420319,719.460773557099,765.607477943801,187.17850625316,164.443266802765,432.936289463107,515.66936697364
" Chmp2a",11162.3275670542,10370.3979789128,7487.87442845187,7867.55703328564,8635.06322841237,8581.29443595162,9554.23728236755,8268.22427868569
" Bbc3",5085.28731661116,4946.93488889303,2207.35490915856,2436.57172891167,3862.92135929665,3739.40725226795,4329.69851572096,2963.97322390362
" Zc3h4",808.913989218631,782.145919125942,1549.31019880004,1438.72578243488,804.628915769503,767.244780015291,1112.03609187288,1354.95699697513
" Megf8",1951.82411376851,2178.40153466833,1306.53795089987,1323.21310300118,1800.22594900221,1977.40584933865,1442.63809789581,1290.94429347719
" Sertad1",522.714414425253,438.831096392581,784.685009884317,698.812778275733,445.301663970751,484.007128933325,621.599776918213,684.072640140133
" Kcnc1",16.185078755935,13.1559701870271,8.87235787412637,13.4729373424521,58.8148957578121,51.1106042512186,14.3835550421659,14.2903805677609
" Klf13",1096.03684803324,1017.28532614834,1645.26298992588,1570.35799672163,1256.00211447913,1093.00510984394,1509.50867518815,1709.0988590338
" Ndnl2",248.470915353474,244.380369627302,399.784641596409,418.966362203527,273.558899989902,277.41124733239,313.486993781426,362.828755558303
" Synm",166.145975483028,180.640770829292,113.09446010681,110.211838784085,176.013556553826,153.616654631875,135.154148307866,108.316957013991
" Igf1r",905.305967660395,1005.48250762157,597.749484701649,574.476558697957,847.298970588521,872.014869100473,680.583749479889,608.224698656369
" Rgma",353.927151496208,327.395086305159,319.318417891474,352.87658726347,729.19234031139,677.048801643186,423.30810511155,360.779639543024
" Mesp2",105.411591551,140.041603088245,67.1047730050883,74.1804979263717,68.8439464871447,78.1765597888913,68.8990043995106,48.4008899140024
" Pde8a",246.01821585823,229.134877562166,335.488565302661,315.760742330567,143.510085672794,121.867207430624,255.408355604078,228.033771118093
" Prkrir",1003.17880737834,1018.25253932834,1722.77040124264,1528.05848250652,1268.30238635859,1129.03908694386,1260.16889755044,1587.6851373448
" Map6",206.908606295384,183.983925618252,139.938002242318,153.146542609213,142.983581165608,185.335649060494,193.589397727405,207.634758404598
" Lipt2",381.594337121287,366.289212840011,599.221815469369,557.143268310264,235.239373463081,254.098183919378,393.75594576846,474.861750457711
" Atg16l2",140.721466029307,151.736670545405,81.9095882291556,82.6080640168457,156.199434696475,169.869491010702,119.23719943919,94.6885965247459
" Rhog",863.195602322585,832.076107857173,1643.1271670118,1678.41097844158,841.665652644791,788.483230673712,1123.76831854039,1411.82784000258
" Ilk",6006.75008253627,5715.50479104464,5128.47785825015,5342.87152966301,3948.30517543522,4136.28814672322,6333.7481603645,6446.43032843073
" Dchs1",59.0097993893157,61.3896341155481,117.935671359138,101.242514800534,60.309979929998,64.1108996192148,66.0800010578904,96.2436888526154
" Zfp143",1655.33327693068,1702.07207941279,993.097010287091,1021.64553497757,1608.95810014926,1604.63765420341,1233.98736351092,1032.85164339676
" Wee1",3058.65374660273,2922.26971746423,2210.86576495618,2189.04284456981,2002.35562041805,2011.10049141396,2927.25047647643,2800.17339186004
" Usp31",674.126297168163,647.032579116591,391.929249826345,402.302996932169,608.388267693476,585.920898775281,572.054961807743,470.219398410595
" Sbk1",1178.4045889573,1253.87164418037,2017.74857978211,2070.62701147801,1337.06525254498,1412.68253311625,1443.30754506991,1746.85429948775
" Atxn2l",12392.5144166248,12748.3912760312,8197.59112911824,8340.37724537809,12998.8175593301,13001.5975336447,10704.7782003267,9424.66954572809
" Kctd13",1068.85357431796,1078.1615853989,767.540870231231,789.438065104028,915.231419298714,869.17553795673,1154.34608802999,962.40705754675
" Zfp768",232.795038147442,255.936757064617,523.433251271684,560.932085115667,267.646146360136,305.328128575584,384.935145948718,506.801973555781
" Fus",3892.64192592163,3804.41380071703,8129.01110934074,8069.95915692827,4740.77353506317,4196.1651469007,5816.71381614872,7145.10893209054
" Ap2a2",7995.42230481522,8043.87996304285,5959.61446593231,6162.00439819614,7243.59869388439,7109.45315875186,7287.33765861376,6306.36420121304
" Ascl2",162.684057723207,131.45587489891,180.618454443602,177.450843450786,156.079273646197,200.924628888012,64.9067256399128,69.0924319039404
" Cdkn1c",3715.48358508154,3696.59001692088,4582.46881242953,4583.74603130919,3467.70911418159,3320.63766806965,285.744213932531,152.022514078729
" Irs2",1646.57043671007,1616.20147050422,899.753701624448,936.215839177918,1508.75605493743,1408.70335186578,1686.39657075532,1493.39507286226
" Col4a2",1191.90855620451,1303.1685362728,821.362421582281,875.861214911682,1482.24095675306,1658.53855252274,900.429872380209,830.46279074505
" Tmco3",221.869103645372,230.792438473596,429.656304389673,350.953325968061,223.232497653711,241.983800157415,299.531865493236,328.676255700741
" Tacc1",770.271143290929,715.733428911485,443.418827476612,451.340895511187,750.829036382731,766.282473003068,598.11554820777,474.633424096149
" Zfp703",578.823040948292,581.923510396226,1450.84266204021,1287.88829198084,1195.40080294293,1037.22108167104,926.59543036017,1375.29250918621
" Fut10",226.779006292402,211.301218926769,542.469885999738,411.932065859465,373.614030060177,337.356072290436,301.694421305938,421.122441743557
" Dusp4",528.343646580602,455.804752007765,431.135921161158,428.936546330753,1376.39961197959,1298.7023583801,592.028525394919,455.003694308348
" 6430573F11Rik",21.5801050079133,25.1425208018741,41.715647548524,43.9806230489241,40.0943650278819,59.2309806275804,20.4566116155248,27.7146774647483
" Irf2",61.6852699595679,70.3775279479538,43.8677355937425,54.5549387019672,108.184298485958,126.205864429592,58.177519982235,55.0886006983727
" Crtc1",75.3442033690798,74.5910827944451,162.032041276582,152.776415651381,101.961988712348,89.5533189810081,105.472864601453,112.941023058671
" Unc13a",49.3115561224216,47.4530050288973,30.3885485944057,35.8583680468659,40.8245661290006,44.0974143059585,40.9967552263105,26.2147607418877
" Slc10a7",386.138706400287,402.30310316936,825.528704011971,768.16742826253,478.22936854945,440.268829757056,598.185180895,721.622359968781
" Mmaa",101.202349922066,107.209902654495,66.0596013193453,63.1702739332646,130.583235188414,133.835300560498,96.1415487939366,64.234283433784
" Pkn1",2734.74379854356,2672.09649496789,2076.53728013359,2063.84566818074,2622.64179842296,2659.21056422652,2033.52323462258,1915.9000858134
" Junb",1938.51764606739,1621.55635337105,767.197852565636,862.929553489763,684.803619247556,653.643693203952,1875.69826902548,1525.09243315379
" Neto2",64.8071264943526,74.6114701373361,147.271651557691,132.382437261972,60.5577520230811,46.9120537728879,74.9414839297351,107.820469816066
" Zfp423",536.828055964123,494.466437934914,465.234232246404,430.534116312186,902.134027488736,783.342441718899,505.727397689336,524.571012070952
